"RegionName","SizeRank","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10"
"Jacksonville, FL",34,,,,0.761217948717949,0.80952380952381,0.805247341655109,0.885901162790698,0.833333333333333,0.833333333333333,0.828544061302682,0.845744680851064,0.858452303698897,0.839802631578947,0.8125,0.795,0.800970873786408,0.816910635221831,0.875,0.934224724372508,0.923076923076923,0.862178119220373,0.800154676143479,0.814814814814815,0.814138204924543,0.844277673545966,0.844277673545966,0.818121693121693,0.814176245210728,0.821428571428571,0.933488012374323,0.9375,0.941666666666667,0.948550724637681,0.96045197740113,0.969874476987448,0.976415094339623,0.980746089049338,0.98292349726776,0.989761092150171,0.991818181818182,0.992307692307692,0.993781094527363,0.997067448680352,1,1.00721732157177,1.00721732157177,1.00689655172414,1.00942126514132,1.0228166797797,1.03305084745763,1.03305084745763,1.03305084745763,1.01934235976789,1.0228166797797,1.03846153846154,1.03751143641354,1.04426433915212,0.991911997885835,0.954861111111111,0.956501182033097,0.959771784232365,0.988693467336683,0.975609756097561,0.98755832037325,0.98755832037325,0.99265306122449,0.995454545454545,1.0010111223458,1,0.992287917737789,0.997064239708813,1.02307911753518,0.981916817359855
"Memphis, TN",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.743667679837893,0.739130434782609,0.681185231071018,0.707269155206287,0.665079365079365,0.639830508474576,0.603158205430933,0.607142857142857,0.607142857142857,0.612192407827328,0.71072972972973,0.708086620189094,0.758576881134133,0.743243243243243,0.722222222222222,0.712133891213389,0.728764897074756,0.722755281690141,0.768545994065282,0.788676236044657,0.787878787878788,0.803571428571429,0.787878787878788,0.813105251806319,0.813636363636364,0.813068181818182,0.834408602150538,0.871,0.827814569536424,0.820667968936109,0.851655629139073,0.844475721323012,0.886699507389163,0.90705996131528,0.905172952047952,0.882978723404255,0.822199383350462,0.84635761589404,0.850961538461538,0.845435364102285
"Oklahoma City, OK",36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.716470588235294,0.751531058617673,0.712143928035982,0.730000699276249,0.751050267349839,0.72972972972973,0.727370689655172,0.751050267349839,0.757575757575758,0.752307692307692,0.730823863636364,0.730476848652384,0.719551282051282,0.730769230769231,0.72972972972973,0.748251748251748,0.734414977567632,0.768049155145929,0.755652173913044,0.75,0.763081395348837,0.755103668261563,0.766666666666667,0.768049155145929,0.766129032258065,0.768049155145929,0.881856540084388,0.890524379024839,0.9,0.875,0.927315963606286,0.948716083391532,0.927619047619048,0.925147182506308,0.9,0.927212572373863,0.900695157975854,0.860323886639676
"Louisville-Jefferson County, KY",37,,,,,,,,,,,,,,,,,,,,0.638888888888889,0.635233918128655,0.631578947368421,0.631578947368421,0.613896283150942,0.607142857142857,0.611111111111111,0.636363636363636,0.648148148148148,0.642857142857143,0.694444444444444,0.788269812815817,0.771428571428571,0.73953488372093,0.73953488372093,0.706,0.694444444444444,0.711111111111111,0.727142857142857,0.740719822812846,0.75,0.818930041152263,0.942216981132076,0.986666666666667,1,0.86875,0.963355834136933,0.936339522546419,0.775577557755776,0.775577557755776,0.769166666666667,0.794666018158236,0.794172932330827,0.818181818181818,0.836940836940837,0.9,0.888888888888889,0.875,0.899723247232472,0.902310717797443,0.875,0.858196004993758,0.930972586406734,0.9,0.936339522546419,0.954545454545455,0.991809991809992,1.0058405791884,0.996153846153846,1.01240952723166,1.07068752840356,1.00164880461665,1.0625,1.04319852941176
"Hartford, CT",38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03011093502377,1.05485270394001,1.03757207704576,1.05850717079531,1.0625,1.0625,1.03593202906729,1.03609926557688,1.04545454545455,1.03480714957667,1,1.01377703756799,1.04625668449198,1.06752136752137,1.10526315789474,1.11111111111111,1.1,1.075,1.075,1.06222345132743,1.051445714619,1.06,1.08132525917761,1.11111111111111,1.13717186085607,1.10474863242925,1.11111111111111,1.1,1.06023199112906,1.07758620689655,1.08225108225108,1.05769230769231
"Richmond, VA",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01199935890947,1.01277673021859,1.01503759398496,1.03,1.02157067222846,1.07142857142857,1.04950495049505,1.07369856096945,1.07142857142857,1.06566734856561,1.03860294117647,0.999259259259259,1,0.998333333333333,1.00040749796251,1.03157894736842,1.04824453551913,1.08333333333333,1.10230179028133,1.09404761904762,1.14074074074074,1.2022630834512,1.18333333333333,1.2,1.21401515151515,1.15933698909772,1.15490375802017,1.16284140771917,1.19097222222222,1.21030640668524,1.20769230769231,1.18269507630291,1.21359928840576,1.19069239500568,1.14823529411765,1.115545839349
"New Orleans, LA",40,,,,0.919117647058823,0.947222222222222,0.947368421052632,0.966091954022989,0.972222222222222,0.9975,0.975609756097561,1,0.956521739130435,0.955164712451145,0.894736842105263,0.916666666666667,0.933854166666667,0.937775735294118,0.949404761904762,0.923076923076923,0.929988331388565,0.935294117647059,0.891861761426979,0.902272727272727,0.904545454545455,0.931666666666667,0.913003663003663,0.901842948717949,0.886363636363636,0.886363636363636,1,0.965665236051502,0.990978964401295,0.977894736842105,1.0004061738424,1,1.06186224489796,1.06643356643357,1.10678531701891,1.09090909090909,1.08303249097473,1.0625,1.09130607383882,1.18465909090909,1.19990552668871,1.125,1.12574112574113,1.2,1.13333333333333,1.14835164835165,1.19615384615385,1.16666666666667,1.13333333333333,1.1171568627451,1.20714285714286,1.26666666666667,1.45454545454545,1.35,1.35,1.37241379310345,1.30527281539953,1.25,1.26315789473684,1.25,1.27281984817626,1.27140379700621,1.29310344827586,1.33539094650206,1.4,1.32777777777778,1.3,1.26378676470588,1.28571428571429,1.31034482758621
"Buffalo, NY",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97992362982929,0.93,0.894736842105263,0.804545454545455,0.818151147098515,0.928571428571429,0.889464285714286,0.919117647058823,1,1.04545454545455,1.05714285714286,1.03703703703704,0.975,0.833333333333333,0.85,0.813008130081301
"Raleigh, NC",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.901709401709402,0.926824524459917,0.91327705295472,0.915780866721177,0.916767717955889,0.942410506741051,0.927987446797048,0.89515456579215,0.901657458563536,0.917832167832168,0.903191489361702,0.905224787363305,0.923076923076923,0.946180555555556,0.975836431226766,0.985680190930788,1.0073665074886,1.00076335877863,0.970588235294118,0.94047619047619,0.971904650634333,0.979546364000145,0.984393757503001,0.97303565160708,1.00746268656716,1.03996366939146,1.05353075170843,1.0536561041698,1.08803921568627,1.06936642195978,1.05012886597938,1.13080426686474,1.13851351351351,1.13581730769231,1.14341670479386,1.16445992139018,1.16666666666667,1.1901983663944,1.19078947368421,1.19930578021855,1.17241442962518,1.22182468694097,1.20864661654135
"Birmingham, AL",43,,,,,,,,,,,,,,,,,,0.844951923076923,0.758574007220217,0.731063829787234,0.820735165794066,0.846153846153846,0.832591933570581,0.856399286987522,0.84375,0.900367965367965,0.873405299313052,0.881151515151515,0.915384615384615,0.876399057695401,0.882352941176471,0.883002207505519,0.872222222222222,0.821370593931756,0.840336134453782,0.914358974358974,0.888090994371482,0.913333333333333,0.940522202985354,0.933526011560694,0.94194152255304,0.934487021013597,0.929207180254301,0.942857142857143,0.93125,0.940416367552046,0.943458976366459,0.969333333333333,0.972727272727273,1,0.965384615384615,0.907485875706215,0.897023742212027,0.927333333333333,0.96291718170581,0.933806841046278,0.998366481379522,1.01339285714286,1.00384615384615,0.997746133984981,0.979064039408867,0.963562753036437,0.894736842105263,0.887755102040816,0.782142857142857,0.810426647383169,0.825,0.870486111111111,0.877387725882517,0.801536312849162,0.855,0.924014084507042,0.85375191424196
"Salt Lake City, UT",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.983823096226197,0.959933943502457,0.949784353236469,0.872222222222222,0.89403453689168,0.912162162162162,0.933137254901961,0.905185185185185,0.896842948717949,0.895061728395062,0.916666666666667,0.952121871599565,0.926296296296296,0.949683544303797,0.94731977818854,0.934306569343066,0.929906542056075,0.927350427350427,0.94731977818854,0.975840336134454,0.978260869565217,1.02714285714286,1.00730284387408,1.02261904761905,1.03242147922999,1.04470588235294,1.06913756236636,1.04972375690608,1.06090373280943,1.10838709677419,1.09969650986343,1.14107865872474,1.13902113052531,1.14132204215636,1.14193548387097,1.1731069417238,1.11363636363636,1.1144578313253,1.13682864450128,1.14190856135885,1.14388489208633
"Rochester, NY",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.898997015915119,0.882352941176471,0.916559487445145,0.928571428571429,0.945454545454545,0.971428571428571,0.960526315789474,0.982301341589267,0.971428571428571,0.967532467532467,0.984412955465587,0.98248987854251,0.97890625,0.96875,0.97525641025641,0.972556390977444,1.01010101010101,1.00769230769231,1.0030487804878,1.04166666666667,1.03791507024266,1.04615384615385,1.02777777777778,1.03879310344828,0.974021739130435
"Grand Rapids, MI",46,,,,,,,,,,,,,0.720833333333333,0.668627450980392,0.596779030710173,0.619318181818182,0.638888888888889,0.651639344262295,0.687261450381679,0.695,0.689759036144578,0.704545454545455,0.657894736842105,0.670277777777778,0.749166666666667,0.710084033613445,0.6875,0.695,0.695,0.725,0.778846153846154,0.808179356482956,0.821223316912972,0.805555555555556,0.805555555555556,0.789739884393064,0.818181818181818,0.769911504424779,0.788471560216079,0.827777777777778,0.844951923076923,0.833333333333333,0.846153846153846,0.84375,0.821428571428571,0.8,0.8,0.801634472511144,0.833333333333333,0.823529411764706,0.811563351498638,0.849863387978142,0.855774493705528,0.8775,0.866666666666667,0.919871794871795,0.94746043430254,0.947552447552448,0.956439393939394,0.962515964240102,0.936730295566502,0.926082365364308,0.947368421052632,0.94356846473029,0.97027972027972,0.992857142857143,1.03472222222222,0.999166666666667,1.03571428571429,0.995454545454545,1.07142857142857,1.04166666666667,1
"Tucson, AZ",47,,,,,,,,,,,,,,,,0.720046082949309,0.75,0.755198937251943,0.763358778625954,0.78125,0.709517827231395,0.709517827231395,0.7,0.697538100820633,0.729166666666667,0.710113065326633,0.736458333333333,0.752380952380952,0.74375,0.76,0.771825396825397,0.77757048092869,0.75,0.750375939849624,0.750375939849624,0.754963580827068,0.78125,0.789736842105263,0.790459642294505,0.78125,0.78125,0.79,0.830767350928641,0.844615384615385,0.829218620622473,0.817647058823529,0.844621513944223,0.831400767330962,0.826710816777042,0.811620094670942,0.808,0.808,0.822980387895909,0.816230936819172,0.820228192446043,0.829230769230769,0.828143117953273,0.828143117953273,0.818431568431568,0.825028968713789,0.822975517890772,0.880761523046092,0.829166666666667,0.833333333333333,0.845170454545455,0.866666666666667,0.892857142857143,0.869443490537241,0.849353049907579,0.863809523809524,0.875576923076923,0.842784693248258,0.868741233152406
"Urban Honolulu, HI",48,,,,,,,,,,,,,,,,,1.83946488294314,1.8203656462585,1.83436104503151,1.84049079754601,2.01388888888889,2.07584082584083,2.09166666666667,2.08156479909451,2.10622710622711,2.1,2.23438300051203,2.24827188940092,2.35531628532974,2.14285714285714,2.11193708252532,2.14758751182592,2.15695488721805,2.0877531340405,2.01215023248432,2.13068181818182,2.14205004035512,2.24299065420561,2.21270683154584,2.1303391959799,2.06587400917814,2.06666666666667,2.09333333333333,2.20094850948509,2.25,2.17991169977925,2.26216814159292,2.2375,2.17691237162876,2.17391304347826,2.27416468008374,2.42315072435959,2.29444444444444,2.39264259798965,2.51736111111111,2.54545454545455,2.44897959183673,2.4,2.5,2.39009203336209,2.40360551431601,2.38947368421053,2.37797619047619,2.40689655172414,2.38461538461538,2.39130434782609,2.4,2.5,2.46872616323417,2.50458996328029,2.42105263157895,2.4549512987013,2.35252931323283
"Tulsa, OK",49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.710714285714286,0.716753246753247,0.702439024390244,0.715979983319433,0.742767787333855,0.73841059602649,0.732411642411642,0.799445471349353,0.82264449722882,0.769,0.730985915492958,0.79156010230179,0.887777777777778,0.885703703703704,0.880052151238592,0.870476190476191,0.869230769230769,0.860824742268041,0.875104300385109,0.883104111209701,0.865921787709497,0.852941176470588,0.955882352941177,0.949863591269841,0.936,0.904180884190114,0.89980443285528,0.913992466145337,0.879468845760981,0.898610038610039,0.917482517482518,0.868492647058824,0.857625482625483,0.811
"Fresno, CA",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.769965703086722,0.846354166666667,0.828571428571429,0.9125,0.9191283598527,0.782302270947533,0.793814432989691,0.825242718446602,0.883116883116883,0.875,0.872222222222222,0.86858552631579,0.879746835443038,0.864516129032258,0.887423935091278,0.875,0.865757443121026,0.874582405345212,0.868402777777778,0.872077922077922,0.875,0.872727272727273,0.866890380313199,0.867746731383095,0.903901046622265,0.899826989619377,0.894987468671679,0.873863636363636,0.876225490196078,0.884009009009009,0.882352941176471,0.898275862068965,0.90625,0.881375806136408,0.902597402597403,0.896494124875202,0.927034819250388,0.961693221428101,0.939125653448935,0.945112781954887,0.96106048053024,0.963239350291143,0.987603305785124
"Worcester, MA",51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.10354343305071,1.08695652173913,1.02461538461538,1.00041684035015,1,1.03587516087516,1,1,1,1.03125,1.06666666666667,1.0625,1.04166666666667,1.02307692307692,1.05,1.04166666666667,1,1.01923076923077,1.01934899117276,1.0625,1.05,1.05094670406732,1.06815869786368,1.0707635009311,1.09090909090909,1.0794029610439,1.09375,1.09799822535999,1.112,1.09148784614015,1.11111111111111,1.13646972814903,1.15909090909091,1.2,1.20606060606061,1.12314492192541,1.21739130434783,1.15384615384615,1.2,1.16666666666667
"Stamford, CT",52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.60356347438753,1.71658698444413,1.85877180170334,1.80063559359367,1.85772357723577,1.93217665615142,1.8553145883243,1.78281587570162,1.77510166020976,1.80947580645161,1.8,1.80655066530194,1.90010857763301,1.92016611037802,1.93933823529412,1.97368421052632,1.91666666666667,1.94816165352316,2.01817814423365,1.93886385199241,2.07692307692308,2,2.01359491778774,2.08333333333333,2.07927875467284,2.10704960835509,2.1255028157683,2.07549808975309,1.98952879581152,1.9563349396976,1.96213724968323,1.94386087768441
"Albuquerque, NM",53,,,,,,,,,,,,,,,,,,,,0.916666666666667,0.867708333333333,0.835768398268398,0.811688311688312,0.786666666666667,0.825082508250825,0.827380952380952,0.861148197596796,0.865686274509804,0.868841019417476,0.896263725101243,0.866473765432099,0.886713286713287,0.862511457378552,0.909902597402597,0.891642353945777,0.926666666666667,0.882352941176471,0.847205630080044,0.900283916513198,0.833333333333333,0.833333333333333,0.821799307958478,0.843639575971731,0.860267183796596,0.874172185430464,0.90964590964591,0.927191679049034,0.911987326174969,0.895638629283489,0.892337536372454,0.900655021834061,0.892857142857143,0.927835051546392,0.942982456140351,0.924,0.974661439771917,0.974706068018622,0.999425947187141,0.99,1,0.985342019543974,0.985047121589014,1,1.02813127345728,1.02104450928471,1.03459119496855,1.03174603174603,1.04135878489327,0.991469194312796,0.98,1,1,0.987983509771987
"Albany, NY",54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02272727272727,1.02545297670406,1.06676565963855,1.07414617343743,1.05769230769231,1.07271095152603,1.03672985781991,1.05769230769231,1.07271095152603,1.07142857142857,1.05070603337612,1.07271095152603,1.08636363636364,1.11428571428571,1.13768961493582,1.12191626182406,1.11731843575419,1.14285714285714,1.10975192686263,1.09268620134446,1.07142857142857,1.09324758842444,1.09320174098028,1.10655737704918,1.13482776617954,1.16,1.12589028819395,1.15,1.10588235294118,1.10051020408163,1.15058324496288,1.1054471430577
"Omaha, NE",55,,,,,,,,,,,,,,,,0.665555555555556,0.611111111111111,0.573076923076923,0.647058823529412,0.615555555555556,0.596354166666667,0.5625,0.645614035087719,0.699444444444444,0.664705882352941,0.683541979010495,0.685344827586207,0.705882352941177,0.708333333333333,0.739051094890511,0.746615578010927,0.763529411764706,0.763529411764706,0.78692448062886,0.825,0.915,0.945286307182885,0.887878896968824,0.914788765088208,0.946531762482845,0.986121802128141,0.945286307182885,0.978251950694529,0.983030303030303,0.9875,0.945804716941187,0.925,0.946317962835513,0.89375,0.833333333333333,0.861111111111111,0.877437325905292,0.904109589041096,0.904993512286108,0.905892990451447,0.882608695652174,0.8897014015844,0.9,0.919642857142857,0.919642857142857,0.9,0.947075208913649,0.934375339784712,0.943791946308725,0.951388888888889,0.953558590941769,0.954163603906332,0.944444444444444,0.980532639122573,0.941028858218319,0.933641975308642,0.96536682244832,0.944193061840121
"New Haven, CT",56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0625,1.03571428571429,1.04166666666667,1.06666666666667,1.05555555555556,1.03648424543947,1.01447946528147,1,1,0.98,1.00245098039216,1.00490196078431,1.05,1.08184383819379,1.08129631241635,1.11725505578801,1.121875,1.08333333333333,1.0536398467433,1.11111111111111,1.07142857142857,1.07898841354724,1.08333333333333,1.13104524180967,1.16666666666667,1.21739130434783,1.22491380874614,1.22065244510978,1.18090909090909,1.16666666666667,1.10456952117864
"Bakersfield, CA",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.831536887242959,0.857519788918206,0.857331323030532,0.791531385281385,0.805503923998348,0.791396103896104,0.763605442176871,0.791396103896104,0.813953488372093,0.8,0.816748937337173,0.785714285714286,0.766575091575092,0.78125,0.818181818181818,0.813953488372093,0.794117647058823,0.795454545454545,0.748886544772621,0.726744186046512,0.695,0.683060109289617,0.722453222453222,0.715625,0.742794881305638,0.736111111111111,0.759036144578313,0.878376990241397,0.85,0.883476599808978,0.815384615384615
"Knoxville, TN",58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.733333333333333,0.73972602739726,0.689473684210526,0.714285714285714,0.725446428571429,0.704761904761905,0.752380952380952,0.831866197183099,0.826330532212885,0.825,0.794375,0.784605363152752,0.777454554905397,0.738859180035651,0.759783199468567,0.777777777777778,0.781948160392631,0.790395105410585,0.794562861271676,0.791666666666667,0.815428453721505,0.801855899875702,0.807202665755297,0.811332453825858,0.797101449275362,0.821587912087912,0.825,0.809027777777778,0.825,0.82484402576934,0.835254303381427,0.866666666666667,0.90607210626186,0.913181328187986,0.902617163724894,0.93,0.865131578947368
"Ventura, CA",59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72783678550617,1.72090729783037,1.72116050962205,1.72849792782776,1.78937303068261,1.83333333333333,1.86666666666667,1.90767386091127,1.88322520852641,1.88826578758112,1.88191881918819,1.86485336475517,1.84949968931456,1.89655172413793,1.89655172413793,1.9104952080648,1.9573776608279,1.98620861120861,1.97478260869565,1.95614035087719,1.95942145398667,1.96825396825397,1.965,2.05775872025872,2.07672740637573,2.10306406685237,2.08424102216813,2.1047393589083,2.08926782624533,2.1272365805169,2.1234245800765,2.14321328744367,2.10786290322581,2.10492107706592,2.11510791366906
"Allentown, PA",60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.924050632911392,0.925,0.926491228070175,0.944755017709563,0.875,0.886075949367089,0.903575450450451,0.871875,0.923076923076923,0.946637426900585,0.989845309381238,0.982789855072464,0.944444444444444,0.964285714285714,0.946309523809524,0.974576271186441,1,0.995,0.967607313195548,1.02093023255814,1.07160506644518,1.04666666666667,1.07340720221607,1.14825581395349,1.18990384615385,1.19808612440191,1.1625,1.18630119018124,1.10900360988264,1.16666666666667,1.14583333333333
"El Paso, TX",61,,,,,,,,,,,,,,,,,,0.705128205128205,0.677298706683035,0.714066339066339,0.736153455284553,0.718085106382979,0.713043151782139,0.710024350649351,0.719591457753018,0.710227272727273,0.751736111111111,0.757505341880342,0.707178393745558,0.729166666666667,0.779981772773962,0.781413567884939,0.771484375,0.785714285714286,0.772727272727273,0.728952772073922,0.726259426708778,0.743766891891892,0.717327746348054,0.710807379823968,0.717482611021937,0.722543352601156,0.743174924165824,0.755555555555556,0.755555555555556,0.75,0.753854132397558,0.793884220354809,0.798384733719141,0.813745088577928,0.808282208588957,0.794170736886813,0.804924242424242,0.773767817753805,0.781075027995521,0.799373040752351,0.781333333333333,0.784595034595035,0.7925,0.794491525423729,0.788436268068331,0.800970873786408,0.787965616045845,0.802951388888889,0.801809210526316,0.794585001334401,0.799373040752351,0.818833162743091,0.751366120218579,0.792015503875969,0.75,0.784101654846336,0.770685579196217
"Baton Rouge, LA",62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17656336982743,0.964801444043321,0.910714285714286,1.01838476690742,1.01702422555986,0.951670926820032,0.932,0.936375899280576,0.998463901689708,1.03151862464183,1.00846905537459,0.981638418079096,1.08652291794557,1.03472623496693,0.98953619479886,0.94953027268231,1.07398843930636,0.982928430728825
"Dayton, OH",63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.646499741200828,0.647619047619048,0.627777777777778,0.670796056298774,0.688202247191011,0.739935587761675,0.691666666666667,0.686887254901961,0.692307692307692,0.704635258358663,0.691666666666667,0.723529411764706,0.723649951783992,0.745416666666667,0.765,0.804412972085386,0.828571428571429,0.828189300411523,0.873253493013972,0.88477366255144,0.873253493013972,0.86,0.827380952380952,0.846153846153846,0.859053497942387,0.871046103229765,0.900205761316872,0.913757700205339,0.78125,0.75,0.778958333333333,0.844065129530246,0.792134831460674,0.8
"McAllen, TX",64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.686813186813187,0.727272727272727,0.722610722610723,0.752569091438221,0.698529411764706,0.768181818181818,0.717948717948718,0.810189982728843,0.8,0.757352941176471,0.856269113149847,0.820379965457686,0.856697819314642,0.795833333333333,0.735147058823529,0.735294117647059,0.671232876712329,0.71078431372549,0.675399543378995,0.723052028877272,0.707644548817363,0.659266409266409,0.611111111111111,0.678947368421053,0.740526896071491,0.68695614715258,0.656008820286659,0.745,0.75,0.735294117647059,0.735294117647059
"Columbia, SC",65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.789977477477477,0.727374096657633,0.797952833327837,0.822401433691756,0.815789473684211,0.887640449438202,0.921428571428571,0.918213748118414,0.801584421867441,0.770588235294118,0.805555555555556,0.791666666666667,0.813417190775681,0.852941176470588,0.836436170212766,0.815532124799605,0.813333333333333,0.850142392188771,0.865230815013205,0.839009287925697,0.864449257425743,0.877426900584795,0.868324164650984,0.882047839882841,0.875855327468231,0.836754643206256,0.890529973935708,0.937017486011801,0.921428571428571,0.894035087719298,0.897312859884837,0.941730934018852,0.9104134762634,0.928497332542976
"Akron, OH",66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.685364906832298,0.746819960861057,0.786369593709043,0.728480725623583,0.694285714285714,0.743306876986306,0.6952,0.689582501361409,0.802100262793972,0.788824979457683,0.848793691104725,0.879934210526316,0.876817792985458,0.920698924731183,0.98937583001328,0.943683409436834,0.886183295612576,0.86128739800544,0.810377257093723,0.795601963774315,0.847926267281106,0.86128739800544,0.840589417280643,0.838709677419355,0.889270908731987,0.87937898089172,0.873271889400922,0.878559372973046,0.82962962962963,0.796862097440132,0.829769033361848,0.794812617659807
"North Port-Sarasota-Bradenton, FL",67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14008620689655,1.13738587616626,1.15007215007215,1.20185185185185,1.13286713286713,1.0955710955711,1.09085548885077,1.14285714285714,1.15612648221344,1.13574467315949,1.12012950971323,1.16428571428571,1.14911319341699,1.20525995646049,1.18571428571429,1.19521912350598,1.21756941283569,1.2043795620438,1.1884476534296,1.18778280542986,1.22349184172446,1.2,1.2,1.18778280542986,1.19912790697674,1.26654898499559,1.3,1.32636363636364,1.40580468599962,1.386872909699,1.33434650455927,1.38735177865613,1.36963696369637,1.34867392892238,1.31324110671937,1.33916083916084,1.35028248587571
"Little Rock, AR",68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.719047619047619,0.626315789473684,0.651923076923077,0.723214285714286,0.698056601249737,0.664864864864865,0.677446132616539,0.679310344827586,0.695159629248198,0.71989538938396,0.727502102607233,0.760869565217391,0.806306306306306,0.734433209153805,0.727502102607233,0.723269860769861,0.738805970149254,0.7,0.6875,0.727502102607233,0.730558662297274,0.756244683319156,0.772211497211497,0.772211497211497,0.79,0.791666666666667,0.783026427962489,0.828828828828829,0.823714585519412,0.816793893129771,0.818181818181818,0.828402366863905,0.828828828828829,0.818813131313131,0.860820548582055,0.857142857142857,0.818181818181818,0.846554487179487,0.875275330396476
"Charleston, SC",69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27670527670528,1.24523458005249,1.27795543260856,1.19322222222222,1.02973568281938,1.02772858209751,1.1938202247191,1.17425283407764,1.16782482223659,1.24249150511845,1.2987676056338,1.35337772046633,1.30921052631579,1.34813124918133,1.40341384752625,1.37609423379125,1.31408521303258,1.39413680781759,1.34685020869613,1.25789473684211,1.24798119469027,1.37259902911303,1.42061281337047,1.43980738362761,1.44639189101448,1.44700162673765,1.43498372577193,1.37030516431925,1.27275698827773,1.38734619308909,1.3034914950761
"Syracuse, NY",70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.833333333333333,0.859375,0.899503722084367,0.881868131868132,0.87979274611399,0.882204065364687,0.844951923076923,0.833333333333333,0.84375,0.888888888888889,0.833333333333333,0.857142857142857,0.775707070707071,0.77962577962578,0.785714285714286,0.819047619047619,0.803846153846154,0.865924047901607,0.896860986547085,0.928571428571429,0.927777777777778,0.9,0.964241486068111,0.936409638114028,0.994897959183674,0.973618090452261,0.884960083797105,0.87463556851312,0.884960083797105,0.886114924890971,0.908333333333333,0.905263157894737,0.856031128404669,0.865515564202335,0.8125,0.875,0.8125,0.75093984962406
"Colorado Springs, CO",71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.971030042918455,0.968688845401174,0.912440476190476,0.928394625176803,0.92495623622663,0.814958123953099,0.828333333333333,0.843614130434783,0.865384615384615,0.896904866700201,0.86888657648283,0.869061413673233,0.882352941176471,0.888941168946559,0.902665121668598,0.9,0.9,0.90625,0.916577635327635,0.91792656587473,0.931428571428571,0.912345679012346,0.924691358024691,0.924691358024691,0.955969517358171,0.968137254901961,0.96844362745098,0.971115537848606,0.966666666666667,0.995348837209302,1,1.00346020761246,1.03174603174603,1.04022191400832,1.04454545454545,1.08333333333333,1.05801330474195,1.03419053185272,1,1.04166666666667,1.04545454545455,1.05555555555556,1.07073643410853
