"RegionID","RegionName","SizeRank","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10"
30,"Michigan",8,12.7494202051805,12.5391822488034,12.5005228314318,13.7621065794797,13.4884838783161,13.5790758304964,14.0298047632727,13.3858240081891,12.1305573757883,12.5150236675326,11.4730468302136,10.853327157188,11.0677758732683,10.9556369403667,11.3124315590642,12.3778674767672,11.7163612496371,12.7918839052341,12.1034749126793,11.2496995205056,11.5454118926486,11.063667370231,10.1171576727614,11.3818743668941,9.80304040406416,9.62181421879945,10.9366740121161,11.1264784916081,12.0053783695763,11.9173865506765,11.1368050156867,11.0076203135233,11.5288885295614,11.3364767700718,12.2831214633106,13.7564387927963,12.690339796587,14.0238184137059,13.6152452845695,12.9580224630621,13.2736986981336,12.8689169787182,12.5545302591812,13.2463053206903,13.851685547856,14.1381376666753,15.7535397943844,16.2277076963351,14.4993072236081,14.7774094245735,13.9494063510434,13.0444617498807,13.2430264124079,12.2164103000485,13.0542659689764,12.8076428652571,14.476303948934,15.3129729158978,15.4090301626371,15.4014202407339,15.1397217223635,14.6953593285519,13.745769377763,12.8939278957037,12.7102149636524,13.4034864272447,13.190062670434,12.4575491043781,12.526315035554,13.9015781965324,13.644595275383,15.4808502711896,13.8017021849925,13.06052855382
16,"Georgia",9,12.8482070182326,12.7267568552963,12.7451659668169,13.5023695060905,13.1696451214209,13.76253447691,14.3067954688201,13.8258097901271,12.9838700946845,13.3788584632849,12.7228981345334,12.0321576181317,11.6121416433904,10.8376359862625,11.9925662462698,12.1968589209179,11.4994546043319,11.4965773557851,11.1671737054745,9.86992711135049,10.555359280544,9.15818951248444,9.67248424025672,9.87033602207939,8.8649153828747,9.06445675139306,9.65506957192015,9.42978644684507,10.0606677087437,9.86654367890888,9.91648827953245,9.43016984586838,10.1474122910464,9.37890221899305,10.2076893177523,11.4710144262352,10.6972714935293,11.434183108642,11.2328325111839,10.8278046458595,10.9446180981145,11.3236968368726,11.1213595207479,11.5927545728247,12.0352539421835,12.353698641934,13.0174374389651,13.8470883118015,13.037506835577,13.0219938094051,12.0570166889713,11.8692100689083,11.9844893945596,11.4256824611222,11.1243937224256,11.3350372947874,11.5950834458157,12.1107076246604,12.6377716364425,12.6117599909454,11.9795450646499,12.244538219374,11.3314881222827,11.1625000068552,11.1979783050237,11.5331733167583,11.6066932943899,11.516723938231,10.9591271519202,12.0344181093252,12.0145272653577,13.4577140916104,12.3884858730203,12.0653244451412
36,"North Carolina",10,11.5205907345959,11.3244971895445,10.967289316422,11.5962711940339,11.9789746201537,12.157136909115,12.7837560378468,11.9077332488268,11.3161013729113,11.8688421963162,11.3408450558944,10.3495633283452,10.2797903579334,10.0235180055041,10.636124563855,10.6764267337149,10.2231969487881,10.7653178022795,10.3924351502377,9.70465715869734,10.0010275718549,10.5736427331262,9.83194907191387,10.7574118199776,9.71068453714832,9.8997402351211,10.2406498747907,10.0034905809569,10.8895336467663,10.57570547696,10.1577568211876,10.0360296209533,10.615761918419,10.2310772037753,10.5040879627364,12.0341399537193,10.9207083913139,11.6514380572046,11.370104905644,11.1443443451615,11.3539505594774,11.293565790524,11.2720325908337,11.7252799035562,12.1766698567357,12.2724187745,13.1431183980303,12.8953378827419,12.1713208328479,12.2109375671407,11.5583906615201,11.434267927319,11.370404930803,10.3310014622621,10.9441705757167,9.80818462041421,11.1124048332084,11.1485477393432,11.7008023326948,12.1573956164601,11.5024372022305,11.1787900729004,11.0706567825768,10.9338507133208,9.98484515916649,10.7120758825515,10.3412938365229,10.3985007366183,9.66477964086645,10.4761083323524,10.5032330621847,12.027983477932,10.6368849905533,10.2593652535365
40,"New Jersey",11,12.6162318176306,12.9435712836833,13.1815075286382,12.8370485566216,12.8009778476956,12.8348679482553,13.7033889863166,13.6271010687781,13.304718964407,14.2776917261348,13.3279089126079,12.776433326516,11.8116681584619,11.6607185861159,12.7807689483808,12.6396578458777,12.6338011354902,13.4038200230684,13.3691567270021,11.3640751231822,11.8420244966283,11.8004904709209,11.1417406195708,12.4903626047774,10.6340612625533,9.74149322184319,9.20755677416771,11.1365357399876,11.6306834374949,11.276423959933,10.5868858845308,10.1013585580193,10.3159878728459,9.45260649270653,10.4219957766207,11.9559163338719,11.1647724218502,12.0860927771745,12.3277122444057,11.5236130050555,11.8082376695672,11.5321536455555,11.8227144396708,12.3463401540029,13.4900024161619,13.4364912243794,14.6067718541425,15.1020864123424,14.4694200248048,14.6312778069798,13.5778813873806,13.1656262636804,13.0981729180154,12.7456277092469,12.2937108048252,12.5944488438439,13.8478904065998,14.0535096196194,14.6183168679388,15.0107207803103,14.3680799445813,14.7677532234396,14.548991477518,14.4878451387009,14.3107014834299,14.8909841718776,14.4843037933336,14.0916556035466,12.9851021648309,13.8327175729247,13.5262885000239,14.7591803032113,14.0605621161161,13.3036754953312
56,"Virginia",12,13.0936502487532,12.8764748448924,13.3734738615193,13.9641279786231,14.5301230096888,14.411230537613,14.5566228124944,13.0992939113176,11.630805825576,12.4491373625502,11.9409586042291,10.3781790244373,11.1234632921687,11.2387219601635,11.6992517048457,12.4470612771228,11.9578292639387,12.9728693726745,11.8555782093514,11.2057563173665,11.1542793337293,10.8966460324696,10.4880812223698,11.7063186593224,10.5452058198668,9.94291030053838,11.3528856293527,11.1635246844645,12.1154963768914,12.354141743861,11.7902814476614,10.635054452455,11.5676155757838,11.1374854731705,11.9024909241438,13.3509258294776,12.331578804663,13.3902646501525,12.9384323911401,12.7997893821513,12.6239942117161,12.6935349323146,12.3182139285131,13.0972704522028,14.7583570562579,14.7379320828256,15.3555457669448,16.1535024815289,14.9780481023505,15.5565235734504,13.9518684228964,13.3835692495067,13.9985568932981,13.2050302246652,13.4271736137998,13.7386211536979,14.8848433789354,15.0797767516304,15.3336479521493,15.8843781462117,15.1436252292242,15.0905310610829,14.211060692752,13.9615044040487,13.1164061504398,12.9420486358334,14.125349184862,14.5813803706199,13.6672670977507,15.2584249533353,14.635774101676,16.0674276290897,14.7108304064044,13.9677543469891
59,"Washington",13,14.9168705466545,14.2112970041908,14.0589390001095,15.2624212000842,15.6005659679265,14.8365565781283,15.9948429141148,15.7606800063472,15.2328039359297,15.7962574538659,14.3746405876813,12.8692398045515,12.9334972485709,13.1723735493263,13.2222309118443,13.1214487536414,12.5528844205197,13.1435622401832,11.8685470368455,11.0178606366193,11.4960565375569,10.8594620469307,10.2740720083944,11.1745803787503,9.4193963354188,9.39808808390728,9.60504571855971,9.95844513963552,9.91352125648321,10.1743371206753,10.211073346223,9.62452217252312,10.7840970572175,10.2159571498181,10.8249993288495,12.5659923097199,11.2693892670666,12.4191927602277,11.9456788447201,11.6063932349904,12.7937396171763,11.7879475298489,11.5830084200364,11.9046170284536,11.275874771728,12.1603167199538,12.5087161403096,14.0933797760888,12.7189906844365,12.9782171017985,11.8939372917416,11.2580433627297,11.7776955431543,11.1974547471218,10.83693258908,10.0068963976566,10.8295726902195,10.4105593538082,11.2538019214001,11.8676487583398,10.9795548589503,10.7655124235484,10.5972243566404,9.71416789113132,8.8677323400886,9.2615095139763,8.69775431946371,8.67682026594336,8.95079821043782,9.84856486122214,10.3138304245786,12.1969138351068,10.0307856911629,8.80358170473159
26,"Massachusetts",14,15.0006296947781,14.1599689729139,14.1636481156867,15.6371400525322,15.1173962923907,15.2063661863744,17.7297523570279,17.0109511059633,17.2340701869741,18.1193417811273,15.9028690198769,15.3550832302753,14.570293462296,14.2253486503568,14.5499394435689,14.9189961403042,15.4739683600648,16.6001085511148,15.3386589498826,14.8642383855206,14.4389010075026,13.4043455628727,13.1838794368326,14.2002498494857,12.7726715889946,11.4526098511383,13.2241327109935,12.5617561612623,13.9685992911481,12.8096133518927,11.9238399674497,11.8377684006867,12.8914280964679,12.2675226478777,14.0006671063337,15.0433338796137,14.0370017036537,14.5998183264103,14.6480986575361,14.0419957492454,14.1817070283524,13.5902324537496,13.4963346902012,13.3947829191805,14.5964968464024,14.8410109125254,15.8919571478165,16.4803249504115,16.7776913788466,15.4199115987129,14.2573679286458,13.6275432428045,13.9540853349678,11.6188665126133,11.9338511720192,12.5320709293006,13.2806092417607,13.6041095893007,14.6722947735706,15.3227837744502,14.6150316597441,15.0127858124088,14.7745114920322,14.5955384081258,14.0771981542737,14.5667365527976,13.5713469880699,12.1516429286376,11.5508467044332,12.4420657467757,12.6236388296141,14.4363419075475,11.1022274813905,13.4476843145594
22,"Indiana",15,11.8568245233627,11.5785342360281,11.7879210650025,13.2226950634773,13.6528140556625,12.0565762722591,14.0585534583491,13.3990585256124,13.1147461331452,14.1349839186308,12.7473884038305,12.7055245695332,11.5745364708729,11.7304680284453,12.5650755193216,13.2217971200705,12.5983552475501,13.9222305145188,13.9539791393058,12.9217894798477,13.820362434353,13.153157742819,13.4552409495424,13.3017160557052,11.901669636835,12.1018463858816,12.6107807539953,12.3977971015524,13.8662366403972,13.3361535648503,13.1663137405341,12.6931286757099,12.9604473091601,12.5726920327605,13.4567970743466,14.6907926454142,13.7827463853565,14.4248061118381,14.525234712803,14.1216478096969,13.3079229507901,13.5596727964842,13.343481927952,14.3387295830394,14.7326643149658,14.4350169809176,15.3222882541505,16.423401896005,15.544914436111,15.5294294753154,14.9973454843883,14.2984221967179,14.311484786843,14.0017165897469,14.1924922421757,14.0352920273449,14.6328643570852,15.1295099826004,15.6384712410344,15.5288589306078,15.6655279340656,15.6324646261247,14.630583045077,14.0441931863925,13.5678738914896,14.7652732013879,13.9710748591711,12.8639255352139,12.591862836844,13.7471176905764,13.8114609069419,15.6884176426407,14.76106860929,14.0928150634565
8,"Arizona",16,19.7670185720958,19.4375875271182,18.080785324204,20.0614494238417,18.2137209789925,16.1283402253023,16.7689857739049,15.1998899820865,13.9028657725468,13.4317843956227,13.0011206691501,11.8057534789932,10.9320989111957,10.6848653015248,10.9376491246293,12.1660054937571,10.1799626020668,10.3241313854288,9.88750039497854,9.7771262757397,10.8459462238479,11.0501022699514,11.3103443435574,12.5174733095711,11.1037750394848,11.4251635214233,12.9742144846857,13.1147842924563,13.4107245589425,13.0828015586273,12.6859655725624,12.2515920972267,13.0523026634947,13.3993262875234,14.076583481247,16.645580480166,16.2826117837473,17.6808325436629,17.9680414636011,16.1068297943788,18.252187966908,18.7875076244034,19.1552702829431,19.7071490086757,19.4608915394306,18.4868273276333,19.1693231354504,18.5213045791701,17.3769888794249,17.0059042269396,16.1467922197399,15.3755050678117,16.446545369487,16.9328951285334,16.5159096016665,16.7776801611785,16.6304535242639,16.435678345762,16.8082425066127,17.0778494473275,16.7062501536921,16.5789868483331,15.9884277732699,15.382071170058,16.661122580644,17.5119898746006,18.5120995172746,17.5773785069905,17.1646795402909,17.7938477209584,17.3200906255862,18.2047262290378,16.6590741765454,16.3230379974098
53,"Tennessee",17,12.4713491933412,12.6202689883022,11.6599565523893,12.0422938878924,11.5808066634528,11.72348887085,12.3792793451092,12.0879647131722,11.3282921866612,12.2062583908398,11.1510038586079,11.1787112279228,10.3956018231349,10.12016413413,10.3602584320744,11.0457659713498,10.9727003873473,11.4570338052173,11.2692770767304,10.6040182583023,11.4746952053804,10.9539651785387,10.8381394069545,11.7377321446003,10.5442879294573,9.97319473963658,10.9085856071512,10.5070863256334,11.5165960274573,11.3170928200718,10.6447417650125,10.7625182541908,11.1665260653121,10.9076775807826,11.3197093967924,12.0851961870155,10.8783280028154,11.9751960493655,11.5053884682938,10.9173624244578,11.1354887095458,10.9514407132215,10.7376494746825,11.3696884109624,11.6013168184569,11.6343521221858,12.2897193927,12.6320143718045,11.1568924900955,11.9326515218644,11.1945951849515,10.9913574105638,10.9288616036285,9.91195222979944,10.4226063049055,9.21659021998386,10.478965170795,10.9097268749351,11.1668502625748,11.4216439848431,11.2576377094393,10.6334221952195,10.9432431929235,10.961457877558,10.17695505944,11.0178309646547,10.8084214435077,10.2568129229398,9.68093603064402,9.99756259088224,10.0003972118493,11.4973971125271,10.4517017258809,9.66177274841096
