"RegionName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10"
"California",1,1.49613764044944,1.66153671310458,1.6,1.6231524000861,1.59574468085106,1.59749733208881,1.57990040742417,1.55424308361828,1.5625,1.58730158730159,1.56973611913886,1.60901045856798,1.45974067189554,1.45067698259188,1.44105927222793,1.45122837674232,1.44880174291939,1.42857142857143,1.39473684210526,1.38059701492537,1.35421074904782,1.35817307692308,1.35983263598326,1.35941137526721,1.36506825341267,1.34975529464279,1.36138613861386,1.33166874739908,1.32948852158265,1.32130043812937,1.30718954248366,1.29282482223659,1.28865979381443,1.30851260146462,1.30838848685407,1.3051930019439,1.29204265791632,1.32229299363057,1.33534309652403,1.30434782608696,1.26984126984127,1.29166666666667,1.3214953271028,1.31406044678055,1.31055238590678,1.2962962962963,1.27099409895597,1.30087209302326,1.2987012987013,1.27708978328173,1.28036659062436,1.29468911917098,1.38888888888889,1.40449438202247,1.40810053264483,1.41951700752608,1.41784820683903,1.39896373056995,1.40909090909091,1.42247510668563,1.42857142857143,1.4446793516561,1.4578620944367,1.50275965880582,1.51706700379267,1.53631284916201,1.55172413793103,1.55961167204825,1.56525628062534,1.56826791662946,1.59511784511785,1.59377846083789,1.6,1.63339382940109,1.66952979558734,1.6627091303698,1.65289256198347,1.64442326024786,1.6537026533056,1.65178571428571,1.66111111111111,1.64925502845686
"Texas",2,0.796652225080453,0.831765725223281,0.814111261872456,0.852272727272727,0.841874084919473,0.826964093830465,0.799086757990868,0.770712909441233,0.764058679706601,0.785153506259309,0.78125,0.774420613485825,0.784003168918768,0.757575757575758,0.759075907590759,0.763657543413573,0.763358778625954,0.765645805592543,0.759109311740891,0.752919483712354,0.745033112582781,0.743761996161228,0.748299319727891,0.746268656716418,0.753904146472806,0.761772853185596,0.779220779220779,0.78125,0.778816199376947,0.784541008797612,0.782178217821782,0.780303668848382,0.776515151515151,0.784511784511784,0.810253062674295,0.839822024471635,0.812567713976165,0.853350189633375,0.82815734989648,0.859002336674629,0.851063829787234,0.81531268264173,0.84879216486828,0.85924188328181,0.826558265582656,0.786842105263158,0.790378006872852,0.789634146341463,0.78397212543554,0.783062645011601,0.78687064854821,0.795165394402036,0.820727796679865,0.824875621890547,0.826941843856101,0.827717360263855,0.825242718446602,0.819672131147541,0.817610062893082,0.817884405670665,0.822481151473612,0.829519450800915,0.837004405286344,0.84985835694051,0.856802970663425,0.863777089783282,0.863623659738808,0.862190863922166,0.856898029134533,0.855891719745223,0.857843137254902,0.857988165680473,0.856571428571429,0.864350703060381,0.873362445414847,0.880645161290323,0.880384342960743,0.879478827361563,0.879927305468446,0.877564102564103,0.87378640776699,0.868007715624139
"New York",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.86895819901139,3.67050298380222,4.04929577464789,4.31081081081081,4.37853780594306,4.32166352398911,4.14325842696629,4.0625,4.28409090909091,4.26379787724965,4.01234567901235,3.85659199412413,3.6699754120754,3.38563829787234,3.46153846153846,3.85714285714286,4.26076059714504,4.25867507886435,4.28755735375831,4.45637689673454,4.12249705535925,4.00827942784257,4.21052631578947,4.11793205654355,4.05676964783509,3.95334040296925,4.06273425787106,4.23131170662905,4.375,4.44444444444444,4.64386198531254,4.80699880154735,4.75609756097561,4.37235543018336,4.09149035108114,3.98656689485866,3.8515406162465,3.91666666666667
"Florida",4,,,1.07758620689655,1.1070110701107,1.10813557136673,1.137306366116,0.96787929216418,0.916666666666667,1.05733526757789,1.10968164087218,1.11761575306014,1.10493827160494,1.08055009823183,1.09677419354839,1.08303249097473,1.0832769126608,1.07196695102728,1.0525344009951,1.05263157894737,1.05769230769231,1.0678391959799,1.06454901552207,1.06780565936999,1.07142857142857,1.04919713590982,1.06581899775617,1.08548168249661,1.08571428571429,1.08275328692962,1.09285714285714,1.0880829015544,1.09132682366456,1.09375,1.08695652173913,1.08333333333333,1.07879924953096,1.06719367588933,1.07843137254902,1.09322908765296,1.08827085852479,1.06865935651173,1.06888361045131,1.11627906976744,1.08333333333333,1.1046511627907,1.11331024245423,1.1177347242921,1.12240314430095,1.10236220472441,1.07913669064748,1.06271302878102,1.05820105820106,1.10851808634772,1.11671469740634,1.13314447592068,1.13421550094518,1.14647325971432,1.125,1.11111111111111,1.09931166411882,1.09962641762724,1.11111111111111,1.11176126389702,1.11475332068311,1.15459254954189,1.16731517509728,1.16974540871642,1.2006196746708,1.19008816120907,1.20068610634648,1.21545384039367,1.21212121212121,1.21695858183447,1.23523093447905,1.25,1.22792536386539,1.2,1.1848842643198,1.16666666666667,1.16666666666667,1.184375,1.19047619047619
"Illinois",5,,1.13751319654993,1.13394755492558,1.15051438506345,1.13212968987205,1.13856589147287,1.08739372350162,1.06666666666667,1.11028928336621,1.15384615384615,1.17117117117117,1.22186029677886,1.20567375886525,1.22222222222222,1.28351519041506,1.33853917821309,1.32295719844358,1.35396518375242,1.33625518804268,1.34857142857143,1.31832011801586,1.27091723558676,1.25,1.24469020562771,1.30187144019528,1.29166666666667,1.32197059625243,1.21428571428571,1.23936823844059,1.34408602150538,1.33333333333333,1.36639081809591,1.41191128990929,1.45480225988701,1.46,1.51041666666667,1.5,1.45,1.48148148148148,1.45833333333333,1.40656816919659,1.3576881134133,1.40107978332428,1.38325213107878,1.33697287474119,1.19916339443956,1.18202354900186,1.19941414141414,1.18371212121212,1.16495806150979,1.15740740740741,1.15077081849234,1.21561668145519,1.22471098265896,1.22933743169399,1.22222222222222,1.22727272727273,1.225,1.20998243131131,1.20377801557577,1.20614035087719,1.20910384068279,1.23456790123457,1.24915229885057,1.25,1.25,1.25,1.25,1.2377773984295,1.22201336675021,1.22873345935728,1.22727272727273,1.23937677053824,1.25284738041002,1.26470588235294,1.3,1.29785853341986,1.28403237674761,1.29785853341986,1.28571428571429,1.27445168938945,1.2719649122807
"Pennsylvania",6,,0.923997917751171,0.9375,0.98015873015873,0.9375,0.926171009548458,0.959093504409742,0.940649543263559,0.921052631578947,0.942389033277277,0.922605324726335,0.922409115572436,0.919963201471941,0.902255639097744,0.917899269799663,0.935449696866575,0.942428700698626,0.918265924785232,0.908388899240488,0.911229662111559,0.901805994681033,0.903400060454186,0.905797101449275,0.905349794238683,0.921385327635328,0.925925925925926,0.945798472171699,0.959302325581395,0.961538461538462,0.968545126941648,0.957446808510638,0.941465863453815,0.929270616770617,0.921519886363636,0.91349370239186,0.909090909090909,0.923076923076923,0.938721537027781,0.959808038392322,0.983854692230071,1.00566685930778,1.01112234580384,1,0.969387755102041,0.953905979023567,0.933272966476091,0.924744897959184,0.918079096045198,0.921149594694178,0.917065390749601,0.920741511726413,0.930487137383689,0.994444444444444,1,0.997126341866226,0.968523002421308,0.961538461538462,0.944857015917907,0.931634555624612,0.931404532967033,0.9375,0.951549471822935,0.980392156862745,1.00626118067979,1.01672174207761,1.02040816326531,1.01483035366109,0.998263888888889,0.981981981981982,0.970873786407767,0.961538461538462,0.960097765363128,0.968188105117566,0.976308253059099,1,1.01618366578848,1.02777777777778,1.01694915254237,1.0036496350365,0.989499192245557,0.9765625,0.963468486551586
"Ohio",7,,,0.72992700729927,0.739130434782609,0.746268656716418,0.752125572269457,0.767543859649123,0.769230769230769,0.764525993883792,0.752126256151072,0.743494423791822,0.745820988420342,0.710227272727273,0.703125,0.707724940051624,0.733506944444444,0.744666379716407,0.747863247863248,0.750938673341677,0.744514106583072,0.737974172398312,0.727351641414141,0.731331793687452,0.719634130658436,0.725888324873096,0.729442970822281,0.742521367521368,0.720955383041867,0.716145833333333,0.730769230769231,0.725,0.72337962962963,0.710526315789474,0.718047176942056,0.732980139230139,0.715488215488216,0.713961038961039,0.719444444444444,0.735294117647059,0.737847222222222,0.75,0.743955362678239,0.744047619047619,0.750883392226148,0.762875375960355,0.76103500761035,0.738916256157635,0.763888888888889,0.746544831914429,0.745296636735024,0.744047619047619,0.745257452574526,0.778345082590366,0.772305870594881,0.773485084440753,0.770611443634142,0.775193798449612,0.776579355800501,0.77172543745409,0.768849206349206,0.766239707227813,0.77319587628866,0.789241622574956,0.796524257784214,0.802452055449657,0.801078180823121,0.796979865771812,0.805309561271243,0.801282051282051,0.80117899249732,0.806133531656938,0.804398148148148,0.810810810810811,0.817084493964717,0.842105263157895,0.848214285714286,0.835073214477485,0.841694142586197,0.83984375,0.824404761904762,0.798595706398501,0.801175071034884
"Michigan",8,,0.852380952380952,0.855513307984791,0.859598853868195,0.859220092531395,0.870703957632892,0.862068965517241,0.864631043256997,0.856269113149847,0.862068965517241,0.857632933104631,0.862688713156003,0.840913220551379,0.842992623814542,0.847457627118644,0.862068965517241,0.866425992779783,0.868055555555556,0.869565217391304,0.868117076147728,0.852272727272727,0.8,0.787084569168758,0.794229209580065,0.796378236643723,0.800213447171825,0.810518731988473,0.820256776034237,0.820735079275452,0.8125,0.813890832942559,0.819672131147541,0.824807682243969,0.824468085106383,0.821512407780013,0.808689452478836,0.809375,0.818181818181818,0.826017946511518,0.826972010178117,0.833333333333333,0.838041581545795,0.84264283777794,0.85,0.852272727272727,0.857142857142857,0.847457627118644,0.848765432098765,0.847896670622116,0.843644544431946,0.844594594594595,0.848276210225464,0.869565217391304,0.872462893236021,0.870511425462459,0.869565217391304,0.874340949033392,0.88,0.872539144088761,0.863770977295163,0.862068965517241,0.868055555555556,0.87778528021607,0.887442705407349,0.888450148075025,0.892857142857143,0.900576368876081,0.900417038853456,0.904476025847957,0.905797101449275,0.904040404040404,0.900564477741675,0.904977375565611,0.901551709944553,0.910194174757282,0.917056074766355,0.919328938471941,0.913520097442144,0.929071540484584,0.92378752886836,0.921143542873767,0.939557535124096
"Georgia",9,0.692771084337349,0.704225352112676,0.704225352112676,0.70694087403599,0.707814269535674,0.708426547352722,0.69,0.684002624038121,0.689305616325142,0.694444444444444,0.685748360166965,0.701146748937656,0.682077625570776,0.683985089748824,0.682852807283763,0.688996726791157,0.686813186813187,0.680272108843537,0.670926517571885,0.665322580645161,0.662878787878788,0.660377358490566,0.657894736842105,0.65359477124183,0.652173913043478,0.656984785615491,0.66334991708126,0.665054413542926,0.662958543268806,0.665467625899281,0.663333333333333,0.659473879110259,0.65,0.653846153846154,0.657216494845361,0.657894736842105,0.65891472868217,0.670029899593169,0.670914542728636,0.673253834174851,0.658297611757502,0.661764705882353,0.666666666666667,0.664893617021277,0.665304696591061,0.656393798028903,0.652806405692946,0.651400541614467,0.648639839317805,0.646117098651151,0.648529577623639,0.651080201242971,0.661599099099099,0.661993769470405,0.666666666666667,0.666666666666667,0.663900414937759,0.662906689166265,0.666666666666667,0.668774319066148,0.669914738124239,0.674119241192412,0.680176565008026,0.68474247470012,0.689578475886612,0.692246835443038,0.694444444444444,0.694444444444444,0.691620505976284,0.689422968471172,0.692870518994114,0.694444444444444,0.69902828608497,0.703422053231939,0.711462450592885,0.712250712250712,0.716080602108606,0.715137067938021,0.71851595979014,0.719221105527638,0.718313472419948,0.720620842572062
"North Carolina",10,,0.693343898573692,0.689167974882261,0.694855115316381,0.7,0.692782709378618,0.683177222887139,0.675324675324675,0.683985089748824,0.688259109311741,0.685482757996082,0.692700587721288,0.680051813471503,0.692750079727862,0.704945714462451,0.707547169811321,0.710681119807141,0.7115260224898,0.708444741532977,0.705645161290323,0.700741962077494,0.697314049586777,0.698746859515668,0.698606296801456,0.69606910082339,0.700934579439252,0.705645161290323,0.714285714285714,0.719079578139981,0.719719225154008,0.716717347234289,0.715094339622641,0.708876394151618,0.703453186329899,0.704949331766779,0.704225352112676,0.707013574660634,0.728066982162359,0.72624468880321,0.720046082949309,0.717850954045802,0.717863886939603,0.719079578139981,0.713,0.71390798519302,0.706297822248381,0.703980195838996,0.70242656449553,0.705645161290323,0.707364031948647,0.709567333074078,0.712860791115071,0.722222222222222,0.723364138139972,0.720789074355083,0.716946448390677,0.711538461538462,0.710801393728223,0.711727842435094,0.711678832116788,0.71479756681702,0.718015665796345,0.723039030673257,0.730884557721139,0.732963549920761,0.733024691358025,0.732421875,0.727883538633819,0.723724355445935,0.726232394366197,0.727911646586345,0.731617647058823,0.732204151683557,0.739176346356917,0.752136752136752,0.757142857142857,0.753228120516499,0.75487012987013,0.760998307952623,0.759044595161603,0.753768844221106,0.75
