"RegionName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10"
"California",1,1.74094707520891,1.6802906448683,1.69448021438764,1.66920731707317,1.65238678090575,1.66444740346205,1.64179104477612,1.66362960905186,1.70015940488842,1.68959013675381,1.71606491410708,1.6494054468738,1.63078242328729,1.61498708010336,1.62303664921466,1.63656884875847,1.63827738085164,1.61764705882353,1.61169415292354,1.60077102828299,1.59463772282921,1.6025641025641,1.60757211538462,1.62321931944025,1.62777129521587,1.62588996148779,1.57376704473047,1.5625,1.58769019701031,1.58376237623762,1.58922518537588,1.59368774900398,1.59235668789809,1.59078858575147,1.58333333333333,1.57828282828283,1.59,1.58888404878821,1.59333333333333,1.60466359586196,1.59560293137908,1.61532628140313,1.65005931198102,1.67274939172749,1.70454545454545,1.69498398559391,1.7156862745098,1.70940170940171,1.70036764705882,1.70299727520436,1.70693422737342,1.75438596491228,1.77705977382876,1.7875920084122,1.80507641791754,1.81634649598945,1.80555555555556,1.81452249408051,1.8213866039953,1.82879377431907,1.84332744287567,1.85185185185185,1.9047619047619,1.90641247833622,1.91511387163561,1.94307579939632,1.95218141958283,1.95819647970355,1.97085543652877,1.96219577167068,1.99579831932773,2.01332198631905,2.03333333333333,2.05357142857143,2.0353982300885,1.99473684210526,1.99090909090909,1.98888888888889,1.99904580152672,2.04287289771161,2.03349282296651
"Texas",2,,1.10294117647059,1.1546912624699,1.12218370883882,1.14503816793893,1.06082036775106,1.00685518423308,1.01010101010101,1.05313279696861,1.02960102960103,1.02794645768707,1.05889014722537,1.03004291845494,1.02965935881971,1.05887987819463,1.04575163398693,1.03359173126615,1.04185709932968,1.00833333333333,1,0.992857142857143,0.99644128113879,0.990909090909091,1.01701580093303,1.06081483971618,1.04575163398693,0.977295162882527,0.955740404269816,0.99,0.992063492063492,1,1.01569713758079,1.02040816326531,1.03459352606869,1.01536772777168,1.00308641975309,1.00604229607251,1.02459016393443,1.00694444444444,1.03550295857988,1.04665825977301,1.09828549034976,1.12107623318386,1.12586637576128,1.12101009299311,1.1144883485309,1.1083873989366,1.078184110971,1.07303010890455,1.07260726072607,1.07451647153352,1.11131313131313,1.11386138613861,1.125,1.12572366991064,1.13636363636364,1.11252383979657,1.10294117647059,1.10040567951318,1.11189312018674,1.11888111888112,1.14285714285714,1.18726389638424,1.18679050567595,1.19402985074627,1.20661824051655,1.20753539070805,1.19642789931781,1.19214586255259,1.18429591174562,1.1754068716094,1.19485294117647,1.1982824725165,1.22032067943039,1.2205754141238,1.19386788250824,1.19402985074627,1.18946474086661,1.22472783825816,1.18673484008,1.19128658951668
"New York",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.21724062042317,4.5045045045045,4.4991377234114,4.51977401129944,4.49293966623877,4.47941888619855,4.44904682520782,4.5,4.56218274111675,4.51848808545604,4.49826989619377,4.45062586926286,4.44508596356171,4.4,4.46927374301676,4.57894736842105,4.60040595399188,4.59989035087719,4.63258785942492,4.69471947194719,4.68380880816482,4.62789594195702,4.58397534668721,4.58404074702886,4.51383571550111,4.50867052023121,4.47946903303236,4.49578414839798,4.54545454545455,4.5766590389016,4.61982675649663,4.60829493087558,4.49330783938815,4.49005957670913,4.47076356623126,4.35606060606061,4.38529014844804
"Florida",4,,,,,,,,,1.40845070422535,1.38936952959279,1.35599640472522,1.30381792004068,1.3265306122449,1.30890052356021,1.30155275527187,1.28209706959707,1.26019273535953,1.2621359223301,1.26666666666667,1.29513343799058,1.29310344827586,1.3,1.29353233830846,1.26728110599078,1.27217294900222,1.28149774141465,1.27204105727982,1.2621359223301,1.29310344827586,1.28205128205128,1.2962962962963,1.30208333333333,1.29053606882859,1.28669079211902,1.27811860940695,1.26436781609195,1.27912879235037,1.28571428571429,1.2770137524558,1.26874279123414,1.26446990138692,1.33333333333333,1.32183908045977,1.36330140014738,1.4375,1.44987572493786,1.46341463414634,1.41969831410825,1.37076537553296,1.33489654263498,1.3172338090011,1.3716814159292,1.38241106719368,1.41509433962264,1.4304249968015,1.446123521682,1.42857142857143,1.40350877192982,1.40060240963855,1.41975308641975,1.42146410803127,1.41592920353982,1.42023346303502,1.5164107061472,1.561144839549,1.5828677839851,1.63716814159292,1.58946412352407,1.62412993039443,1.62921348314607,1.63636363636364,1.6287487073423,1.65809033733562,1.64383561643836,1.59375,1.56072116683056,1.53172866520788,1.5,1.50103519668737,1.51841557231619,1.53382487931479
"Illinois",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43333333333333,1.45810835133189,1.41666666666667,1.37759236595773,1.36,1.33333333333333,1.45261121856867,1.4125,1.41469594594595,1.39130434782609,1.4,1.4,1.38888888888889,1.38888888888889,1.38888888888889,1.39230139230139,1.43351254480287,1.38888888888889,1.40144665461121,1.42307692307692,1.43987951807229,1.44444444444444,1.41025641025641,1.4,1.39056480432319,1.4,1.41400544758539,1.48986889153754,1.45833333333333,1.5,1.47272727272727,1.46666666666667,1.46067415730337,1.453125,1.44444444444444,1.44444444444444
"Pennsylvania",6,1.0735575507801,1.05008787346221,1.1307385741653,1.12847222222222,1.11140561711589,1.1070110701107,1.11111111111111,1.05168269230769,1.11607142857143,1.09463276836158,1.04942258434905,1.08539362951119,1.0828677839851,1.13052415210689,1.15906084656085,1.16033755274262,1.11683848797251,1.12041805451424,1.13749672555238,1.10117892766657,1.07513440860215,1.07558139534884,1.07255520504732,1.07182688569871,1.11498257839721,1.14583333333333,1.18886545108225,1.17310244270057,1.1501210653753,1.14073936371854,1.07581967213115,1.04364326375712,1.03125,1.03629032258065,1.04680002265757,1.0490290959041,1.0659977341722,1.1125,1.1771546803653,1.19205298013245,1.17813383600377,1.13888888888889,1.10898661567878,1.10021588234755,1.09347684631277,1.07421875,1.0797342192691,1.07142857142857,1.07066381156317,1.08013364677202,1.10062893081761,1.19270346117867,1.20941387307611,1.18811881188119,1.1378002528445,1.12927070406912,1.10197368421053,1.09730582647567,1.09375,1.1,1.1340206185567,1.19172171318986,1.23568414707655,1.2396694214876,1.22104482818769,1.22432859399684,1.18694362017804,1.15942028985507,1.1629226007816,1.13410232814587,1.11299559803988,1.12244897959184,1.13636363636364,1.1833682999114,1.22124979616836,1.23344298245614,1.22232434640523,1.19047619047619,1.15154387316519,1.13411805975094,1.10064935064935
"Ohio",7,,,0.802568218298555,0.864873962151245,0.769589552238806,0.814696818257538,0.787136624984922,0.802752293577982,0.821515980420386,0.777934936350778,0.769252873563218,0.783783783783784,0.785996055226824,0.797448391254211,0.810030540179424,0.830078125,0.825104565486161,0.831459212376934,0.813114485161845,0.812619502868069,0.793939393939394,0.815154630066278,0.820718950335077,0.817236255572065,0.823045267489712,0.83041868959248,0.785714285714286,0.792174796747968,0.794797687861272,0.829870121458888,0.8,0.793650793650794,0.794314381270903,0.812619502868069,0.79,0.787878787878788,0.79659340947192,0.8,0.818514513848457,0.833333333333333,0.80042689434365,0.794117647058823,0.806559139784946,0.837027093284408,0.861111111111111,0.848509933774834,0.85431654676259,0.843253968253968,0.848217156711427,0.844819919964429,0.855675984027382,0.871343156246175,0.878267973856209,0.871798259879655,0.860130560928433,0.870064540457692,0.876798561151079,0.872587826037163,0.9,0.878734622144112,0.89031339031339,0.904255319148936,0.903614457831325,0.921149594694178,0.936688667770045,0.925898470746506,0.92436974789916,0.942032599658761,0.939368061485909,0.928097905743891,0.919971671388102,0.940999416291695,0.944444444444444,0.955397865114022,0.973056197074673,0.928180158247109,0.960170697012802,0.949227688787185,0.935763409167665,0.90625,0.923295454545455
"Michigan",8,0.869565217391304,0.888036955573392,0.886293410676372,0.887281527771436,0.900319581638582,0.882768361581921,0.880567832648401,0.872727272727273,0.897666068222621,0.889759938173212,0.889967637540453,0.881953867028494,0.866666666666667,0.882352941176471,0.904255319148936,0.908304498269896,0.910904696989605,0.908590308370044,0.901132852729145,0.893697083725306,0.873109448690844,0.863333333333333,0.892857142857143,0.904761904761905,0.892857142857143,0.905882352941176,0.918252485217182,0.910592347712985,0.913448845779673,0.905882352941176,0.91563113145847,0.933935155063977,0.923076923076923,0.923076923076923,0.907494145199063,0.912200684150513,0.921474358974359,0.933333333333333,0.922722029988466,0.911458333333333,0.927947598253275,0.9375,0.943980349065477,0.960756208272403,0.974745237040319,0.96875,0.971159505591524,0.958772770853308,0.965214761040532,0.969387755102041,0.9765625,0.996672203765227,0.999231360491929,1.00437662934691,1,1,1.00742311770944,1.00502512562814,1.00401606425703,1.00107372942019,1.00612031646514,1.02014132012638,1.03862135094822,1.04144070860448,1.04166666666667,1.03950103950104,1.03846153846154,1.03809869375907,1.03950103950104,1.04166666666667,1.04347826086957,1.04166666666667,1.04838709677419,1.046909645817,1.0507880910683,1.0377358490566,1.04166666666667,1.04166666666667,1.04166666666667,1.03733539361457,1.04029062087186
"Georgia",9,0.982905982905983,0.931769072107087,0.928792569659443,0.912584053794428,0.868055555555556,0.78125,0.75228102189781,0.811209439528024,0.841457532773535,0.883838383838384,0.953079178885631,0.881410256410256,0.908119658119658,0.914285714285714,0.893448047650563,0.893448047650563,0.88324464590724,0.842424242424242,0.824595518176488,0.824020279742064,0.811284232948596,0.808771820964673,0.814896394191548,0.795755968169761,0.817382366377341,0.843519413211525,0.811335403726708,0.795228628230616,0.808116300034782,0.814051522248244,0.80241935483871,0.76260593220339,0.783475783475784,0.772847735303566,0.750441696113074,0.755879059350504,0.753968253968254,0.754716981132076,0.77029535606403,0.761772853185596,0.762631770265358,0.768865858998686,0.805787034607958,0.796726959517657,0.772968197879859,0.768566025918967,0.771103896103896,0.760938796780606,0.749272157616373,0.750536480686695,0.763415916259085,0.788496925278769,0.770750988142292,0.776261343866084,0.795990566037736,0.82815734989648,0.816761363636364,0.831873905429072,0.829860052813688,0.838414634146341,0.851845395279749,0.850850850850851,0.850397746736193,0.860778443113772,0.878325454475576,0.875,0.852826510721248,0.833031619599324,0.833333333333333,0.808823529411765,0.831980942019178,0.839399499251527,0.85663082437276,0.880829015544041,0.880026075619296,0.912408759124088,0.926298982302206,0.919540229885057,0.941176470588235,0.936883629191322,0.919282511210762
"North Carolina",10,0.767178118745831,0.78125,0.796626054358013,0.791258477769405,0.771749408983452,0.73318341456422,0.732421875,0.740581111765201,0.795212765957447,0.761146496815287,0.763011846334557,0.714285714285714,0.72105410150016,0.725304241618393,0.740574506283663,0.743355481727575,0.740574506283663,0.7421875,0.746354166666667,0.736842105263158,0.733333333333333,0.735294117647059,0.737333184639976,0.73406862745098,0.73689120188531,0.738448243944925,0.74370709382151,0.752354048964218,0.756756756756757,0.753424657534247,0.754461871281774,0.735059199398609,0.735294117647059,0.737847222222222,0.730042016806723,0.745262565450934,0.74973600844773,0.762249278327672,0.770303527481542,0.769230769230769,0.770303527481542,0.78125,0.776255707762557,0.775273722627737,0.758310249307479,0.757920613187121,0.759482689516673,0.757575757575758,0.754614746512017,0.757191201353638,0.76271186440678,0.786875161875162,0.790754257907543,0.78125,0.769230769230769,0.763036809815951,0.762387602450863,0.76404051431344,0.768406004288778,0.777511961722488,0.77683615819209,0.789398150945676,0.796178343949045,0.79624278658928,0.804597701149425,0.801479654747226,0.80749354005168,0.803769401330377,0.814983326033671,0.799896800825593,0.820456193406904,0.822368421052632,0.821917808219178,0.825357208279905,0.83608311840251,0.826065830058732,0.839173116209633,0.847784200385356,0.838235294117647,0.84543756027001,0.84841628959276
