"RegionName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10"
"California",1,,,,,,,,,,,,,2400,2400,2450,2495,2450,2395,2395,2300,2300,2200,2200,2200,2200,2200,2100,2150,2169.5,2152.5,2100,2100,2000,2000,1995,1995,2000,1995,1999,1995,2000,2100,2000,2100,2095,2000,2095,2095,2000,2000,2050,2200,2275,2295,2300,2300,2275,2250,2290,2299,2300,2350,2400,2422,2500,2500,2500,2500,2500,2500,2500,2500,2550,2600,2600,2600,2695,2695,2650,2600,2600
"Texas",2,1700,1550,1700,1800,1800,1695,1600,1600,1600,1650,1700,1650,1595,1595,1600,1600,1595,1582.5,1550,1538.5,1525,1500,1500,1525,1550,1600,1550,1550,1595,1595,1575,1525,1500,1500,1500,1500,1500,1550,1550,1599,1595,1600,1600,1600,1595,1550,1595,1595,1550,1550,1595,1650,1700,1700,1700,1699.5,1695,1695,1695,1699,1700,1750,1750,1799,1800,1800,1800,1800,1775,1795,1790,1790,1790,1800,1800,1800,1800,1800,1800,1800,1775
"New York",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3900,3800,3800,3703,3800,3999,4000,4000,4300,3700,3800,4000,4000,3999,3895,3811,3900,3950,3800,3975,4095,4182,3900,3789,3800,3795,3848
"Florida",4,,,,,,,,,,,,,1950,1900,1995,1999,2000,2000,2000,2000,1995,1950,1900,1875,1950,2000,1950,1950,1995,1950,1950,1900,1900,1900,1850,1800,1900,1950,1950,1900,1900,2000,1900,2000,2000,2100,2100,2000,2000,1975,1995,2025,2050,2100,2000,2000,2000,1975,1950,1900,1950,1900,1900,1975,1995,1995,2000,1950,1950,1999,1995,2000,2000,2095,2000,2000,2000,1975,1995,1995,2000
"Illinois",5,,2300,2250,2200,2200,2200,2100,2100,2162.5,2100,2250,2000,2000,2050,2200,2299.5,2300,2200,2200,2100,2100,2000,2000,2000,2000,2100,2039.5,2100,2160,2150,2100,1995,1900,1834,1850,1895,1892.5,2000,1995,2075,2097,2129.5,1995,1900,1895,1825,1900,1850,1800,1850,1900,2100,2151.5,2150,2200,2100,2000,2000,2011.5,1975,1995,2000,2000,2200,2295,2250,2100,1995,1950,1965,1900,1900,1895,1950,2095,2150,2200,2200,2100,1975,1895
"Pennsylvania",6,,,,,,,,,,,,,1600,1600,1800,1792.5,1795,1700,1700,1700,1600,1660,1795,1795,1800,1800,1800,1800,1800,1800,1800,1700,1694.5,1625,1600,1600,1795,1800,1850,1950,1900,1875,1800,1700,1600,1600,1695,1700,1700,1737.5,1800,1897.5,1900,1850,1800,1725,1700,1800,1775,1800,1800,1897.5,1950,1950,1900,1900,1800,1800,1750,1800,1700,1750,1800,1800,1850,1850,1850,1800,1800,1750,1600
"Ohio",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1450,1450,1425,1425,1450,1425,1400,1450,1495,1495,1500,1499,1450,1500,1489,1475,1500,1425,1450,1500,1600,1600,1600,1635,1650,1595,1500,1400
"Michigan",8,,,,,,,,,,,,,,,,,,,,,,1350,1400,1400,1300,1395,1400,1497.5,1400,1495,1395,1350,1400,1500,1300,1162.5,1300,1295,1210,1300,1400,1490,1600,1650,1700,1600,1580,1560,1500,1500,1500,1700,1675,1750,1800,1895,1875,1800,1750,1700,1797.5,1800,1800,1800,1800,1850,1800,1895,1850,1800,1800,1800,1750,1750,1800,1850,1700,1780,1850,1900,1995
"Georgia",9,,1475,1500,1500,1500,1500,1500,1500,1500,1450,1450,1395,1395,1395,1400,1450,1450,1400,1395,1395,1380,1350,1300,1300,1300,1300,1300,1350,1350,1350,1300,1300,1300,1300,1295,1286,1300,1300,1300,1300,1300,1350,1300,1325,1325,1300,1300,1300,1295,1295,1300,1350,1375,1375,1375,1375,1375,1379.5,1395,1395,1395,1400,1409,1450,1450,1450,1450,1425,1400,1435,1450,1450,1450,1450,1475,1500,1500,1500,1500,1500,1500
"North Carolina",10,,1550,1550,1600,1550,1500,1500,1550,1595,1500,1550,1500,1450,1450,1450,1440,1400,1400,1400,1400,1350,1350,1350,1350,1395,1395,1400,1400,1400,1400,1395,1375,1350,1350,1350,1325,1300,1350,1395,1400,1400,1400,1400,1375,1350,1350,1350,1350,1350,1350,1375,1400,1400,1400,1400,1400,1400,1395,1395,1395,1395,1425,1450,1450,1450,1425,1438,1425,1450,1425,1400,1425,1450,1495,1500,1500,1495,1500,1500,1495,1495
